x,y,z,vx,vy,vz,id,fof_halo_tag
231.18821716308594,171.41067504882812,186.94265747070312,291.0615234375,94.05638122558594,45.54762649536133,944404240.0,944404240.0
231.18927001953125,171.42144775390625,186.94497680664062,-82.72421264648438,230.39508056640625,-580.7532958984375,952809232.0,944404240.0
231.21090698242188,171.42904663085938,186.93077087402344,815.8291015625,105.96114349365234,-462.0423278808594,931828491.0,944404240.0
231.22181701660156,171.43438720703125,186.97816467285156,797.6901245117188,112.7442626953125,-505.5135192871094,931831564.0,944404240.0
231.22457885742188,171.4178466796875,186.94769287109375,798.2337646484375,97.76181030273438,-472.2395324707031,931830541.0,944404240.0
231.2263641357422,171.42987060546875,186.94436645507812,804.9544067382812,67.1955795288086,-479.9265441894531,930779916.0,944404240.0
231.23016357421875,171.4443817138672,186.95767211914062,-49.76779556274414,152.76889038085938,-275.42620849609375,955940624.0,944404240.0
231.23361206054688,171.5847930908203,186.86880493164062,308.7664489746094,359.68695068359375,-465.4007568359375,953856784.0,944404240.0
231.25445556640625,171.4307403564453,186.9473114013672,150.71673583984375,40.97422790527344,-329.4268493652344,948599569.0,944404240.0
231.25445556640625,171.5983428955078,186.87583923339844,271.549072265625,196.81033325195312,-151.90753173828125,961184526.0,944404240.0
231.25511169433594,171.49749755859375,186.84991455078125,-56.12783432006836,193.94613647460938,-340.23486328125,944416531.0,944404240.0
231.2559814453125,171.59808349609375,186.87057495117188,-84.68168640136719,166.55812072753906,-237.63995361328125,953856781.0,944404240.0
231.25634765625,171.57070922851562,187.02304077148438,364.5675048828125,-47.34783935546875,-133.8236083984375,967474952.0,944404240.0
231.26275634765625,171.472412109375,186.84262084960938,209.7238311767578,234.80435180664062,-432.448974609375,962237185.0,944404240.0
231.26724243164062,171.50164794921875,186.9403076171875,-35.98352813720703,154.61520385742188,-305.841064453125,958035731.0,944404240.0
231.26779174804688,171.43331909179688,186.96646118164062,-11.738441467285156,-35.51432800292969,-475.65106201171875,964326152.0,944404240.0
231.26856994628906,171.48904418945312,187.1922149658203,704.2337036132812,-119.39014434814453,-640.6128540039062,937080594.0,944404240.0
231.2696990966797,171.30552673339844,186.83802795410156,219.08721923828125,-85.33721923828125,-744.4332885742188,968515335.0,944404240.0
231.27076721191406,171.5337371826172,186.83265686035156,-14.980058670043945,73.53108215332031,-346.61126708984375,951762701.0,944404240.0
231.27171325683594,171.72608947753906,186.75885009765625,337.2647399902344,-400.6463623046875,-302.07208251953125,953868040.0,944404240.0
231.27191162109375,171.44908142089844,187.10427856445312,781.6370239257812,179.040283203125,-630.4112548828125,939162386.0,944404240.0
231.2726593017578,171.43646240234375,186.95179748535156,284.76641845703125,168.0736083984375,-419.6239929199219,963279625.0,944404240.0
231.2742919921875,171.4201202392578,186.79986572265625,607.0446166992188,-49.37118148803711,-436.5795593261719,949660418.0,944404240.0
231.2745361328125,171.50160217285156,186.771240234375,644.1592407226562,33.042354583740234,-504.0698547363281,946506498.0,944404240.0
231.27471923828125,171.5130615234375,187.0244903564453,287.40582275390625,139.6914825439453,-215.59152221679688,943358735.0,944404240.0
231.27484130859375,171.49407958984375,186.94503784179688,211.6260223388672,166.57215881347656,-368.2357177734375,950707982.0,944404240.0
231.27487182617188,171.4905242919922,187.0989990234375,306.48486328125,271.9499206542969,-333.3025817871094,942316309.0,944404240.0
231.27659606933594,171.3284912109375,186.84129333496094,503.8909912109375,465.4356384277344,-537.2555541992188,947545860.0,944404240.0
231.27671813964844,171.3541717529297,186.9327392578125,830.6591796875,172.26385498046875,-468.237060546875,931833613.0,944404240.0
231.2779998779297,171.45997619628906,186.83685302734375,699.8110961914062,78.25289916992188,-524.6318359375,951746305.0,944404240.0
231.27838134765625,171.42987060546875,187.1201934814453,-51.1415901184082,298.3653869628906,-70.89038848876953,943372039.0,944404240.0
231.27854919433594,171.4966278076172,187.19561767578125,25.909820556640625,301.2833251953125,-208.00936889648438,964335370.0,944404240.0
231.27867126464844,171.2989959716797,186.88925170898438,705.5922241210938,303.28680419921875,-175.75611877441406,949668614.0,944404240.0
231.2793731689453,171.5642852783203,186.91970825195312,330.0778503417969,213.22216796875,-414.7521057128906,965381898.0,944404240.0
231.28079223632812,171.47860717773438,186.75216674804688,118.37357330322266,280.76513671875,-541.2843627929688,961195779.0,944404240.0
231.28094482421875,171.4165802001953,186.75979614257812,667.730712890625,187.86492919921875,-333.6876525878906,952797961.0,944404240.0
