Compressor_field__params, name, absolute_error, relative_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio
SZ_vy__pw_rel0.001, sz_PosNoComp_vel_.001, 3.68774, 0.00099998, 0.029773, 87.3706, 65.1689, 176.144, 2.91103
SZ_vz__pw_rel0.001, sz_PosNoComp_vel_.001, 4.01514, 0.000999972, 0.0321452, 86.8531, 68.7748, 182.353, 2.92029
SZ_x__abs0.003, sz_vel_.1, 0.00299999, 0.00299999, 2.98445e-06, 103.416, 79.9287, 89.5663, 4.96957
SZ_y__abs0.003, sz_vel_.1, 0.00299999, 0.00299999, 2.99706e-06, 103.398, 83.5859, 112.585, 4.81816
SZ_z__abs0.003, sz_vel_.1, 0.00299999, 0.00299999, 2.98794e-06, 103.411, 77.9778, 112.719, 4.62756
SZ_vx__pw_rel0.1, sz_vel_.1, 351.98, 0.0997309, 259.293, 47.7156, 66.5333, 224.982, 7.24215
SZ_vy__pw_rel0.1, sz_vel_.1, 373.007, 0.0997309, 278.576, 47.6594, 68.5386, 229.488, 7.34261
SZ_vz__pw_rel0.1, sz_vel_.1, 376.215, 0.0997309, 300.764, 47.142, 63.548, 190.976, 7.4012
SZ_x__abs0.003, sz_vel_.01, 0.00299999, 0.00299999, 2.98445e-06, 103.416, 83.0176, 92.6018, 4.96957
SZ_y__abs0.003, sz_vel_.01, 0.00299999, 0.00299999, 2.99706e-06, 103.398, 82.9284, 92.1322, 4.81816
SZ_z__abs0.003, sz_vel_.01, 0.00299999, 0.00299999, 2.98794e-06, 103.411, 81.0577, 100.861, 4.62756
SZ_vx__pw_rel0.01, sz_vel_.01, 33.5686, 0.00999993, 2.75005, 67.4601, 71.9462, 209.425, 4.15515
SZ_vy__pw_rel0.01, sz_vel_.01, 37.2734, 0.00999996, 2.95465, 67.4037, 67.9827, 185.373, 4.18855
SZ_vz__pw_rel0.01, sz_vel_.01, 37.1919, 0.00999994, 3.19011, 66.8862, 65.2087, 149.838, 4.20741
SZ_x__abs0.003, sz_vel_.001, 0.00299999, 0.00299999, 2.98445e-06, 103.416, 84.0761, 114.107, 4.96957
SZ_y__abs0.003, sz_vel_.001, 0.00299999, 0.00299999, 2.99706e-06, 103.398, 92.4677, 98.4203, 4.81816
SZ_z__abs0.003, sz_vel_.001, 0.00299999, 0.00299999, 2.98794e-06, 103.411, 74.7032, 108.751, 4.62756
SZ_vx__pw_rel0.001, sz_vel_.001, 3.40308, 0.00099997, 0.0277054, 87.4279, 66.2294, 179.854, 2.89444
SZ_vy__pw_rel0.001, sz_vel_.001, 3.68774, 0.00099998, 0.029773, 87.3706, 68.3103, 181.223, 2.91103
SZ_vz__pw_rel0.001, sz_vel_.001, 4.01514, 0.000999972, 0.0321452, 86.8531, 67.9838, 182.953, 2.92029
