Compressor_field__params, name, absolute_error, relative_error, mse, psnr, Compression Throughput(MB/s), DeCompression Throughput(MB/s), Compression Ratio
SZ_z__abs0.003, sz_vel_.01, 0.00299999, 0.00299999, 2.98676e-06, 103.413, 82.1348, 111.178, 4.5447
SZ_vx__pw_rel0.01, sz_vel_.01, 43.7446, 0.00999995, 6.03817, 66.1318, 56.3525, 198.858, 4.30596
SZ_vy__pw_rel0.01, sz_vel_.01, 45.9102, 0.00999992, 6.64182, 66.3794, 65.6961, 171.56, 4.34435
SZ_vz__pw_rel0.01, sz_vel_.01, 49.7739, 0.00999996, 7.37927, 65.5887, 65.7544, 205.676, 4.36324
SZ_x__abs0.003, sz_vel_.001, 0.00299999, 0.00299999, 2.98523e-06, 103.415, 76.856, 99.8457, 5.03247
SZ_y__abs0.003, sz_vel_.001, 0.00299999, 0.00299999, 2.9973e-06, 103.398, 87.9213, 101.721, 4.80686
SZ_z__abs0.003, sz_vel_.001, 0.00299999, 0.00299999, 2.98676e-06, 103.413, 84.4772, 92.2935, 4.5447
SZ_vx__pw_rel0.001, sz_vel_.001, 4.56494, 0.000999968, 0.060869, 86.0969, 60.2363, 181.306, 2.96803
SZ_vy__pw_rel0.001, sz_vel_.001, 4.89795, 0.000999976, 0.0669482, 86.3449, 67.7852, 184.32, 2.98664
SZ_vz__pw_rel0.001, sz_vel_.001, 4.94092, 0.000999981, 0.0743978, 85.5532, 62.7147, 166.7, 2.99547
