dis_name,ref_name,score
baryon_density-sz_config1.png,baryon_density.png,0.593099
baryon_density-sz_config2.png,baryon_density.png,0.428994
baryon_density-sz_config3.png,baryon_density.png,0.529978
baryon_density-zfp_config1.png,baryon_density.png,0.666377
baryon_density-zfp_config2.png,baryon_density.png,0.596458
baryon_density-zfp_config3.png,baryon_density.png,0.402475
baryon_density-mgard_config1.png,baryon_density.png,0.589496
baryon_density-mgard_config2.png,baryon_density.png,0.510098
baryon_density-mgard_config3.png,baryon_density.png,0.560120
dark_matter_density-sz_config1.png,dark_matter_density.png,0.777290
dark_matter_density-sz_config2.png,dark_matter_density.png,0.759091
dark_matter_density-sz_config3.png,dark_matter_density.png,0.754927
dark_matter_density-zfp_config1.png,dark_matter_density.png,0.778954
dark_matter_density-zfp_config2.png,dark_matter_density.png,0.776753
dark_matter_density-zfp_config3.png,dark_matter_density.png,0.755406
dark_matter_density-mgard_config1.png,dark_matter_density.png,0.777762
dark_matter_density-mgard_config2.png,dark_matter_density.png,0.763163
dark_matter_density-mgard_config3.png,dark_matter_density.png,0.738166
temperature-sz_config1.png,temperature.png,0.744660
temperature-sz_config2.png,temperature.png,0.693882
temperature-sz_config3.png,temperature.png,0.424556
temperature-zfp_config1.png,temperature.png,0.747433
temperature-zfp_config2.png,temperature.png,0.746206
temperature-zfp_config3.png,temperature.png,0.738461
temperature-mgard_config1.png,temperature.png,0.742566
temperature-mgard_config2.png,temperature.png,0.697885
temperature-mgard_config3.png,temperature.png,0.524124
velocity_x-sz_config1.png,velocity_x.png,0.790168
velocity_x-sz_config2.png,velocity_x.png,0.789128
velocity_x-sz_config3.png,velocity_x.png,0.778694
velocity_x-zfp_config1.png,velocity_x.png,0.790255
velocity_x-zfp_config2.png,velocity_x.png,0.790181
velocity_x-zfp_config3.png,velocity_x.png,0.789456
velocity_x-mgard_config1.png,velocity_x.png,0.790169
velocity_x-mgard_config2.png,velocity_x.png,0.789161
velocity_x-mgard_config3.png,velocity_x.png,0.779428
